cycle_state,type,text,key,parent_key,pack_name,language,nb_players
False,4,"""De scheldwoorden die in de hogere klassen gebruikt worden"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Wat fataal is voor een romance"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages van South Park"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De erogene zones bij de vrouw"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"Woorden die rijmen op ""bale"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"Woorden die rijmen op ""nar"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"De scheldwoorden die eindigen op ""lijer"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Pokemons"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages van Dragon Ball Z"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages van de Lord of the Rings"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De vingers van de hand"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"De synoniemen van ""tiet"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages van Harry Potter"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De films van de Harry Potter-saga"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages van Asterix en Obelix"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages de Super Mario"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De personages van Star Wars"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Wat rood en wit is"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De dieren die op het boerenerf leven"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Seksstandjes"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De menu's van Macdonald"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De kleuren van Power Rangers"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De tekenfilms van Disney"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""De sexy vrouwelijke filmsterren"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",sexy-actress,,default,nl,1
False,4,"Degenen die Megan Fox genoemd hebben, delen 10 slokken uit",,sexy-actress,default,nl,0
False,4,"Degenen die Scarlett Johansson genoemd hebben, delen $ slokken uit",,sexy-actress,default,nl,0
False,4,"Degenen die Natalie Portman of Jessica Alba genoemd hebben, delen $ slokken uit",,sexy-actress,default,nl,0
False,4,"""Hondenrassen"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Landen in Afrika"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Beroemde honden"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Vreemde munteenheden"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Beroemde dictators"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Woorden die met Z beginnen"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Beroemde gangsters"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Mannen in super strakke broekjes"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Wat er in een handtas van een meisje zit"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Stedennamen die beginnen met een door %s gekozen letter"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,2
False,4,"""Reclameslogans"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Blauwe voorwerpen in de kamer"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Sauzen behalve ketchup en mayonaise"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Sociale netwerken"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"""Wat %s en %s gemeenschappelijk hebben"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,3
False,4,"""Drugs"", de speler die in herhaling treedt of geen ideeën meer heeft, neemt $ slokken! %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de personen van Kuifje"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de botten van het menselijk lichaam"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""TV-presentatoren"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de personen van Desperate Housewives"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de namen van Nederlandse radiostations"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de clubs binnen een straal van 20 km"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de beste zangeressen"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""Ballerige zangers"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de nummers van Armin van Buuren"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""wat leuker is van %s dan %s"", %s begint",,,default,nl,3
False,4,"Nieuw thema en $ slokken in het spel: ""de voordelen van een man zijn"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de voordelen van een vrouw zijn"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""dieren die voor mensen kunnen doorgaan"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de meerwaarde van een dronkaard"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""het kwalijke van een zware kater"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""wat van %s minder is dan %s"", %s begint",,,default,nl,3
False,4,"Nieuw thema en $ slokken in het spel: ""namen van cocktails"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de personages van Lion King"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""De personages van de Marvel Avengers"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de snacks van KFC"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de nummers van Michael Jackson"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de astrologische tekens"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de vakken van het eindexamen"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de 10 beste tennissers"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de voetbalclubs van de eredivisie"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de personages van gemene films/tekenfilms"", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""de liedjes van André Hazes"", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""de liedjes van Kenny B."", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""de songs van Queen"", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""de liedjes van Guus Meeuwis"", %s begint",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de meest vervelende momenten"", %s begint !",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""televisieseries"", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""televisie-uitzendingen"", %s begint",,,default,nl,1
False,4,"Rijmt op ""as"" en $ slokken op het spel! %s begint",,,default,nl,1
False,4,"Rijmt op ""us"" en $ slokken op het spel! %s begint",,,default,nl,1
False,4,"Rijmt op ""tie"" en $ slokken op het spel! %s begint",,,default,nl,1
False,4,"Rijmt op ""isch"" en $ slokken op het spel! %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""Smurfen"", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""Nederlandse uitdrukkingen"", %s begint",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""de onderdelen van een computer"", %s begint !",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""de personages die een zwaard hebben"", %s begint !",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de teams van Super Rugby"", %s begint !",,,default,nl,1
False,4,"Miem na elkaar een verkeerd gebaar, degene die een gebaar nadoet of die niet voldoende inspiratie heeft neemt $ slokken. %s begint",,,default,nl,1
False,4,"Nieuw thema met $ slokken op het spel: ""De verschillende soorten visvangst"", %s begint !",,,default,nl,1
False,4,"Nieuw thema en $ slokken in het spel: ""de handelingen die je moet doen bij iemand die door drank in coma raakt"", %s begint !",,,default,nl,1
False,4,"Themaspel en $ slokken op het spel: ""films met gemene buitenaardse wezens"", %s begint !",,,default,nl,1
False,4,"""De sporten die %s als hobby of in een competitie heeft beoefend"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,2
False,4,"""Dating apps of sites"", de eerste speler die in herhaling treedt of geen ideeën meer heeft neemt $ slokken, %s begint",,,default,nl,1
False,4,"""Wat meer dan honderd jaar oud is en nog steeds wordt gebruikt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken, %s begint",,,default,nl,1
False,4,"""Komische duo's"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De belastingen die de regering ons door onze neus boort"", de eerste die zich vergist of in herhaling treedt, neemt $ slokken, %s begint !",,,default,nl,1
False,4,"""films met twee hoofdpersonen"", de speler die het niet weet of in herhaling treedt, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De straten van Monopoly"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken ! %s begint",,,default,nl,1
False,4,"""beroemde personen die bekend staan als rokkenjagers"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Deel om de beurt net zoveel slokken uit als sieraden die je draagt. Degenen die geen sieraden hebben, nemen $ slokken, %s begint",,,default,nl,1
False,4,"""De liedjes waarvoor je je schaamt dat je ze kent"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De speciale vaardigheden van pokemon"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Oorlogvideogames"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De muziek van Anouk"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De muziek van Britney Spears"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Les catchers van WWE"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Rock Metal-bands"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Musicals"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""beroemde kale koppen"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De stommiteiten die je in de klas uithaalt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Wodka-merken"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Rum-merken"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De spelers van Ajax"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Natuurrampen"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Populaire actiefilms"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De namen van episodes van Star Wars"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De muziek van Justin Bieber"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Beroemde schrijvers"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De tovenaars van Zwadderich"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""de tovenaars van Griffoendor"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Reality tv-uitzendingen"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"%s, begin met iets dat je zou doen als je rijk was. Probeer om de beurt te raden, de eerste die het weet, deelt $ slokken uit. %s begint",,,default,nl,2
False,4,"""De exen van iedereen behalve van jezelf"", degene die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,Drink om beurten het aantal jaren dat je je rijbewijs hebt in slokken (zeg maximaal 6). %s begint,,,default,nl,1
False,4,"Beweeg om beurten je oren. Degenen die er niet in slagen, nemen $ slokken. %s begint",,,default,nl,1
False,4,"""Wat ongeluk brengt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Wat geluk brengt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De baddies van de film"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De goodies van de film"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De gemeenschappelijke vrienden van %s en %s"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,3
False,4,"""De gemeenschappelijke vijanden van %s en %s"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,3
False,4,"""De verkeersborden met rood erin"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De verkeersborden met blauw erin"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""de monsters in sprookjes"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De Lords van Sith"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De Jedi’s (Star Wars)"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De accessoires van burgermannetjes"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Om beurten, als u de datum weet van uw eerste zoen, wat is die dan of neem $ slokken. %s begint",,,default,nl,1
False,4,"%s, voor hoeveel maak je iemand koud? Denk aan een bedrag zonder het te zeggen en geef om beurten het bedrag, degene die het dichtste bij komt, deelt $ slokken uit",,,default,nl,1
False,4,"%s, biedt elke speler een slok uit je glas aan. Als ze aardig zijn drinken ze, anders drink jij voor hen in de plaats",,,default,nl,1
False,4,"Probeer om beurten te raden hoe laat het is. Degene die het dichtstbij is, deelt $ slokken uit en valsspelers nemen 6 slokken. %s begint",,,default,nl,1
False,4,"""De landen die %s en %s allebei bezocht hebben"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,3
False,4,"Noem om beurten iemand die iedereen vergeten is, die jullie allemaal kennen. De eerste die gene idee meer heeft, neemt $ slokken, %s begint",,,default,nl,1
False,4,"""De plaatsen waar %s heeft gepist"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,2
False,4,"""Eten en drinken dat %s en %s allebei niet lekker vinden"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,3
False,4,"""Meeteenheden"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Schoenenmerken"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Landen in Azië"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Landen in Europa"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Landen in Afrika"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De gerechten die je bij alle ""All you can eat"" Chinezen kunt krijgen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dinosaurussen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De plekken waar je niet mag poepen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De kleuren van de kleren van %s"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,2
False,4,"""De kleuren van het gezicht van %s"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,2
False,4,"""De winnaars van The Voice"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Beroepen dien beginnen met G"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Kaartspellen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Wat rijmt op ""antie"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Pokerhanden"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De doden in Game of Thrones"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De grote steden van Game of Thrones"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Wat Franklin de schildpad kan doen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Nederlandse DJs"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De songs van Céline Dion"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De wensen die de geest van Aladdin in vervulling laat gaan"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Wijs samen degene aan die het lastigst is in de liefde, deze krijgt $ slokken !",love-complicated,,default,nl,0
False,4,De sentimentele looser mag zich wreken op degene die het minst gecompliceerd is door deze $ slokken te geven,,love-complicated,default,nl,0
False,4,Om je te troosten mag je $ slokken uitdelen,,love-complicated,default,nl,0
False,4,Cupido heeft genoeg van je! Nog eens $ slokken,,love-complicated,default,nl,0
False,4,"Zeg om beurten ""Goedendag"" in een andere taal dan Nederlands. De speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Zeg om beurten ""Dank je"" in een andere taal dan Nederlands. De speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Zeg om beurten ""Hoe gaat het?"" in een andere taal dan Nederlands. De speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Zeg om beurten ""Alsjeblieft"" in een andere taal dan Nederlands. De speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"Zeg om beurten ""Tot ziens"" in een andere taal dan Nederlands. De speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De afvalstoffen van het menselijk lichaam"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Spelletjes op het schoolplein"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Roze voorwerpen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen waarvan je uit je mond stinkt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je kan borstelen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je doet om te ontspannen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je in een kinderkamer vindt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je kunt roken"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je rond je hals kunt dragen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Soorten ondergoed"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Alcoholspelletjes..."", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen met knoppen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen waarop je kunt zuigen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je koopt aan het begin van het schooljaaar"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""geluiden die het lichaam maakt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Namen van supermarkten"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Het gereedschap van een monteur"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Gereedschap van een chirurg"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Gereedschap van een tandarts"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De merken van pizza's"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die plakken"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Beroepen van handwerklieden"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Beroemde homoseksuelen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die een politieagent bij zich mag hebben"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Geneesmiddelen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Spelconsoles"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Luxe auto's"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je meeneemt op vakantie"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Namen van haarstijlen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Soorten hoofddeksels"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je meeneemt naar een camping"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Spullen die je gebruikt in het huishouden"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Vakantieperiodes"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Zomerkleding"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je niet doet als je oud bent"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Sociale beroepen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Beroepen in het onderwijs"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Strategy games"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Feesten en festivals"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen met handvatten"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je neemt als je verkouden bent"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die je kunt opladen"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen waarvoor je ontslagen wordt"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen die minder dan 1 euro kosten"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Amerikaanse presidenten"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Nederlandse premiers"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De alternatieven voor ""Ja"" in het Nederlands"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Dingen in een dashboardkastje"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Vuurwapens"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Restaurants die deel uitmaken van een keten"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""De alternatieven voor ""Goedendag"" in het Nederlands"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
False,4,"""Kranten"", de speler die in herhaling treedt of niets meer weet, neemt $ slokken. %s begint",,,default,nl,1
